ID,Labeled Data,Label,Created By,Project Name,Created At,Seconds to Label,External ID,Agreement,Dataset Name,Reviews,View Label
cjmadcc7wee1w0728db7jn1mp,https://firebasestorage.googleapis.com/v0/b/labelbox-193903.appspot.com/o/cjmacxyase88h0728ibuxr243%2Fb7914739-caff-4df5-aacf-fe4ba3bdf3c6%2F01407.jpg?alt=media&token=c28c16d3-4d9d-4408-9800-545865196c26,"{""Cube"":[{""geometry"":[{""x"":175,""y"":106},{""x"":175,""y"":3},{""x"":319,""y"":3},{""x"":319,""y"":106}]}]}",vatanaksoytezer@gmail.com,Explore the example project,1537435402000,5.954,01407.jpg,,Power-Cubes,[],https://image-segmentation-v4.labelbox.com?project=cjmacxybi4pxl0780cqk0o2n0&label=cjmadcc7wee1w0728db7jn1mp
cjmadcepm4uyv0780bfmfgphg,https://firebasestorage.googleapis.com/v0/b/labelbox-193903.appspot.com/o/cjmacxyase88h0728ibuxr243%2Fb7914739-caff-4df5-aacf-fe4ba3bdf3c6%2F01408.jpg?alt=media&token=6d935b9a-a224-4f67-83df-fb2385bb6023,"{""Cube"":[{""geometry"":[{""x"":118,""y"":105},{""x"":118,""y"":0},{""x"":276,""y"":0},{""x"":276,""y"":105}]}]}",vatanaksoytezer@gmail.com,Explore the example project,1537435405000,3.269,01408.jpg,,Power-Cubes,[],https://image-segmentation-v4.labelbox.com?project=cjmacxybi4pxl0780cqk0o2n0&label=cjmadcepm4uyv0780bfmfgphg
cjmadcgv1ee3w0728snvw1pdn,https://firebasestorage.googleapis.com/v0/b/labelbox-193903.appspot.com/o/cjmacxyase88h0728ibuxr243%2Fb7914739-caff-4df5-aacf-fe4ba3bdf3c6%2F01409.jpg?alt=media&token=8709d66d-632c-428f-ba51-9e4b28ffa53e,"{""Cube"":[{""geometry"":[{""x"":162,""y"":117},{""x"":162,""y"":0},{""x"":319,""y"":0},{""x"":319,""y"":117}]}]}",vatanaksoytezer@gmail.com,Explore the example project,1537435408000,2.779,01409.jpg,,Power-Cubes,[],https://image-segmentation-v4.labelbox.com?project=cjmacxybi4pxl0780cqk0o2n0&label=cjmadcgv1ee3w0728snvw1pdn
cjmadck1tee56072822l9nlk3,https://firebasestorage.googleapis.com/v0/b/labelbox-193903.appspot.com/o/cjmacxyase88h0728ibuxr243%2Fb7914739-caff-4df5-aacf-fe4ba3bdf3c6%2F01410.jpg?alt=media&token=b216a538-6dd3-4d2c-927c-a28ea6ee717e,"{""Cube"":[{""geometry"":[{""x"":152,""y"":107},{""x"":152,""y"":0},{""x"":300,""y"":0},{""x"":300,""y"":107}]}]}",vatanaksoytezer@gmail.com,Explore the example project,1537435412000,4.073,01410.jpg,,Power-Cubes,[],https://image-segmentation-v4.labelbox.com?project=cjmacxybi4pxl0780cqk0o2n0&label=cjmadck1tee56072822l9nlk3
cjmadcmyx4v2007800xqmxaro,https://firebasestorage.googleapis.com/v0/b/labelbox-193903.appspot.com/o/cjmacxyase88h0728ibuxr243%2Fb7914739-caff-4df5-aacf-fe4ba3bdf3c6%2F01411.jpg?alt=media&token=e8056be2-1967-4a30-aaf4-43fe5c9d0e5e,"{""Cube"":[{""geometry"":[{""x"":173,""y"":122},{""x"":173,""y"":3},{""x"":313,""y"":3},{""x"":313,""y"":122}]}]}",vatanaksoytezer@gmail.com,Explore the example project,1537435416000,3.793,01411.jpg,,Power-Cubes,[],https://image-segmentation-v4.labelbox.com?project=cjmacxybi4pxl0780cqk0o2n0&label=cjmadcmyx4v2007800xqmxaro
cjmadcpj64v3d0780wjn8y8as,https://firebasestorage.googleapis.com/v0/b/labelbox-193903.appspot.com/o/cjmacxyase88h0728ibuxr243%2Fb7914739-caff-4df5-aacf-fe4ba3bdf3c6%2F01412.jpg?alt=media&token=d712edba-ec2f-4865-bb38-229c1a1618ff,"{""Cube"":[{""geometry"":[{""x"":141,""y"":95},{""x"":141,""y"":1},{""x"":267,""y"":1},{""x"":267,""y"":95}]}]}",vatanaksoytezer@gmail.com,Explore the example project,1537435419000,3.28,01412.jpg,,Power-Cubes,[],https://image-segmentation-v4.labelbox.com?project=cjmacxybi4pxl0780cqk0o2n0&label=cjmadcpj64v3d0780wjn8y8as
cjmadcsgaee800728fw56c5d7,https://firebasestorage.googleapis.com/v0/b/labelbox-193903.appspot.com/o/cjmacxyase88h0728ibuxr243%2Fb7914739-caff-4df5-aacf-fe4ba3bdf3c6%2F01413.jpg?alt=media&token=5debe6ab-b887-4c7f-befd-d594b6cb1d49,"{""Cube"":[{""geometry"":[{""x"":175,""y"":90},{""x"":175,""y"":0},{""x"":293,""y"":0},{""x"":293,""y"":90}]}]}",vatanaksoytezer@gmail.com,Explore the example project,1537435423000,3.607,01413.jpg,,Power-Cubes,[],https://image-segmentation-v4.labelbox.com?project=cjmacxybi4pxl0780cqk0o2n0&label=cjmadcsgaee800728fw56c5d7
cjmadcv9cee9l072853ydlkur,https://firebasestorage.googleapis.com/v0/b/labelbox-193903.appspot.com/o/cjmacxyase88h0728ibuxr243%2Fb7914739-caff-4df5-aacf-fe4ba3bdf3c6%2F01414.jpg?alt=media&token=8d5e1bb5-7f57-4ae0-9870-599bcdbfa7cf,"{""Cube"":[{""geometry"":[{""x"":144,""y"":85},{""x"":144,""y"":2},{""x"":254,""y"":2},{""x"":254,""y"":85}]}]}",vatanaksoytezer@gmail.com,Explore the example project,1537435426000,3.712,01414.jpg,,Power-Cubes,[],https://image-segmentation-v4.labelbox.com?project=cjmacxybi4pxl0780cqk0o2n0&label=cjmadcv9cee9l072853ydlkur
cjmadd7f54vch0780g7u1wmmc,https://firebasestorage.googleapis.com/v0/b/labelbox-193903.appspot.com/o/cjmacxyase88h0728ibuxr243%2Fb7914739-caff-4df5-aacf-fe4ba3bdf3c6%2F01454.jpg?alt=media&token=73f997d5-52a3-42b0-9925-8dfb164b6598,"{""Cube"":[{""geometry"":[{""x"":51,""y"":0},{""x"":51,""y"":120},{""x"":223,""y"":120},{""x"":223,""y"":0}]}]}",vatanaksoytezer@gmail.com,Explore the example project,1537435442000,15.582,01454.jpg,,Power-Cubes,[],https://image-segmentation-v4.labelbox.com?project=cjmacxybi4pxl0780cqk0o2n0&label=cjmadd7f54vch0780g7u1wmmc
cjmaddamu4vfe0780sjm28sl9,https://firebasestorage.googleapis.com/v0/b/labelbox-193903.appspot.com/o/cjmacxyase88h0728ibuxr243%2Fb7914739-caff-4df5-aacf-fe4ba3bdf3c6%2F01475.jpg?alt=media&token=c4709875-76e4-4446-b54b-b41a88e571bd,"{""Cube"":[{""geometry"":[{""x"":67,""y"":114},{""x"":67,""y"":0},{""x"":252,""y"":0},{""x"":252,""y"":114}]}]}",vatanaksoytezer@gmail.com,Explore the example project,1537435446000,4.111,01475.jpg,,Power-Cubes,[],https://image-segmentation-v4.labelbox.com?project=cjmacxybi4pxl0780cqk0o2n0&label=cjmaddamu4vfe0780sjm28sl9
cjmaddde4eej00728m8ilw7ct,https://firebasestorage.googleapis.com/v0/b/labelbox-193903.appspot.com/o/cjmacxyase88h0728ibuxr243%2Fb7914739-caff-4df5-aacf-fe4ba3bdf3c6%2F01476.jpg?alt=media&token=57a70bf5-f530-4ead-81c2-7fb148cf7707,"{""Cube"":[{""geometry"":[{""x"":91,""y"":96},{""x"":91,""y"":1},{""x"":245,""y"":1},{""x"":245,""y"":96}]}]}",vatanaksoytezer@gmail.com,Explore the example project,1537435450000,3.844,01476.jpg,,Power-Cubes,[],https://image-segmentation-v4.labelbox.com?project=cjmacxybi4pxl0780cqk0o2n0&label=cjmaddde4eej00728m8ilw7ct
cjmaddgr64vjx0780wnb7i5od,https://firebasestorage.googleapis.com/v0/b/labelbox-193903.appspot.com/o/cjmacxyase88h0728ibuxr243%2Fb7914739-caff-4df5-aacf-fe4ba3bdf3c6%2F01477.jpg?alt=media&token=6242f10c-44a5-45b0-ae90-25f64005cb69,"{""Cube"":[{""geometry"":[{""x"":101,""y"":91},{""x"":101,""y"":0},{""x"":240,""y"":0},{""x"":240,""y"":91}]}]}",vatanaksoytezer@gmail.com,Explore the example project,1537435454000,4.316,01477.jpg,,Power-Cubes,[],https://image-segmentation-v4.labelbox.com?project=cjmacxybi4pxl0780cqk0o2n0&label=cjmaddgr64vjx0780wnb7i5od
cjmaddqxfeer407286kx6gcq2,https://firebasestorage.googleapis.com/v0/b/labelbox-193903.appspot.com/o/cjmacxyase88h0728ibuxr243%2Fb7914739-caff-4df5-aacf-fe4ba3bdf3c6%2F01478.jpg?alt=media&token=5f6ea440-e2f6-48ff-ba62-0ae26c96e449,"{""Cube"":[{""geometry"":[{""x"":147,""y"":69},{""x"":147,""y"":1},{""x"":281,""y"":1},{""x"":281,""y"":69}]}]}",vatanaksoytezer@gmail.com,Explore the example project,1537435467000,13.149,01478.jpg,,Power-Cubes,[],https://image-segmentation-v4.labelbox.com?project=cjmacxybi4pxl0780cqk0o2n0&label=cjmaddqxfeer407286kx6gcq2
cjmaddt5veesn0728iso6rgvr,https://firebasestorage.googleapis.com/v0/b/labelbox-193903.appspot.com/o/cjmacxyase88h0728ibuxr243%2Fb7914739-caff-4df5-aacf-fe4ba3bdf3c6%2F01479.jpg?alt=media&token=f06172cb-fa63-43d4-8b88-660b4f382629,"{""Cube"":[{""geometry"":[{""x"":110,""y"":74},{""x"":110,""y"":0},{""x"":237,""y"":0},{""x"":237,""y"":74}]}]}",vatanaksoytezer@gmail.com,Explore the example project,1537435470000,2.89,01479.jpg,,Power-Cubes,[],https://image-segmentation-v4.labelbox.com?project=cjmacxybi4pxl0780cqk0o2n0&label=cjmaddt5veesn0728iso6rgvr
cjmaddvpeeett0728o5ayxtdo,https://firebasestorage.googleapis.com/v0/b/labelbox-193903.appspot.com/o/cjmacxyase88h0728ibuxr243%2Fb7914739-caff-4df5-aacf-fe4ba3bdf3c6%2F01480.jpg?alt=media&token=911b3965-7e97-47d0-b9cf-e7b434cf01c2,"{""Cube"":[{""geometry"":[{""x"":142,""y"":84},{""x"":142,""y"":0},{""x"":277,""y"":0},{""x"":277,""y"":84}]}]}",vatanaksoytezer@gmail.com,Explore the example project,1537435474000,3.298,01480.jpg,,Power-Cubes,[],https://image-segmentation-v4.labelbox.com?project=cjmacxybi4pxl0780cqk0o2n0&label=cjmaddvpeeett0728o5ayxtdo
cjmaddyt4eew10728ct97vkyk,https://firebasestorage.googleapis.com/v0/b/labelbox-193903.appspot.com/o/cjmacxyase88h0728ibuxr243%2Fb7914739-caff-4df5-aacf-fe4ba3bdf3c6%2F01481.jpg?alt=media&token=881ed7f0-3012-4f5a-bcd9-256293a2d53b,"{""Cube"":[{""geometry"":[{""x"":128,""y"":100},{""x"":128,""y"":0},{""x"":265,""y"":0},{""x"":265,""y"":100}]}]}",vatanaksoytezer@gmail.com,Explore the example project,1537435478000,3.987,01481.jpg,,Power-Cubes,[],https://image-segmentation-v4.labelbox.com?project=cjmacxybi4pxl0780cqk0o2n0&label=cjmaddyt4eew10728ct97vkyk
cjmade2b84vv70780dusqnzms,https://firebasestorage.googleapis.com/v0/b/labelbox-193903.appspot.com/o/cjmacxyase88h0728ibuxr243%2Fb7914739-caff-4df5-aacf-fe4ba3bdf3c6%2F01482.jpg?alt=media&token=df860ff7-0b59-474f-8a19-0c31c5b88875,"{""Cube"":[{""geometry"":[{""x"":56,""y"":108},{""x"":56,""y"":0},{""x"":201,""y"":0},{""x"":201,""y"":108}]}]}",vatanaksoytezer@gmail.com,Explore the example project,1537435482000,4.5,01482.jpg,,Power-Cubes,[],https://image-segmentation-v4.labelbox.com?project=cjmacxybi4pxl0780cqk0o2n0&label=cjmade2b84vv70780dusqnzms
cjmade5lgeez007285q5165va,https://firebasestorage.googleapis.com/v0/b/labelbox-193903.appspot.com/o/cjmacxyase88h0728ibuxr243%2Fb7914739-caff-4df5-aacf-fe4ba3bdf3c6%2F01483.jpg?alt=media&token=730d3664-8e60-4c19-83a1-6945a0de3187,"{""Cube"":[{""geometry"":[{""x"":71,""y"":86},{""x"":71,""y"":0},{""x"":213,""y"":0},{""x"":213,""y"":86}]}]}",vatanaksoytezer@gmail.com,Explore the example project,1537435486000,4.282,01483.jpg,,Power-Cubes,[],https://image-segmentation-v4.labelbox.com?project=cjmacxybi4pxl0780cqk0o2n0&label=cjmade5lgeez007285q5165va
cjmade870ef0807280si9v58j,https://firebasestorage.googleapis.com/v0/b/labelbox-193903.appspot.com/o/cjmacxyase88h0728ibuxr243%2Fb7914739-caff-4df5-aacf-fe4ba3bdf3c6%2F01484.jpg?alt=media&token=0e94813b-0aa0-44d0-926a-58d890ec4f83,"{""Cube"":[{""geometry"":[{""x"":138,""y"":68},{""x"":138,""y"":1},{""x"":267,""y"":1},{""x"":267,""y"":68}]}]}",vatanaksoytezer@gmail.com,Explore the example project,1537435490000,3.34,01484.jpg,,Power-Cubes,[],https://image-segmentation-v4.labelbox.com?project=cjmacxybi4pxl0780cqk0o2n0&label=cjmade870ef0807280si9v58j
cjmadebuj4vyw0780idaw0ps6,https://firebasestorage.googleapis.com/v0/b/labelbox-193903.appspot.com/o/cjmacxyase88h0728ibuxr243%2Fb7914739-caff-4df5-aacf-fe4ba3bdf3c6%2F01485.jpg?alt=media&token=49c2d9bc-6c81-4c21-acc9-9f144941ab0b,"{""Cube"":[{""geometry"":[{""x"":125,""y"":60},{""x"":125,""y"":0},{""x"":247,""y"":0},{""x"":247,""y"":60}]}]}",vatanaksoytezer@gmail.com,Explore the example project,1537435495000,4.37,01485.jpg,,Power-Cubes,[],https://image-segmentation-v4.labelbox.com?project=cjmacxybi4pxl0780cqk0o2n0&label=cjmadebuj4vyw0780idaw0ps6
cjmadegqqef5q07288vk62tfr,https://firebasestorage.googleapis.com/v0/b/labelbox-193903.appspot.com/o/cjmacxyase88h0728ibuxr243%2Fb7914739-caff-4df5-aacf-fe4ba3bdf3c6%2F01489.jpg?alt=media&token=f320b3a4-4e5a-4deb-8524-a09e35029166,"{""Cube"":[{""geometry"":[{""x"":14,""y"":0},{""x"":14,""y"":136},{""x"":175,""y"":136},{""x"":175,""y"":0}]}]}",vatanaksoytezer@gmail.com,Explore the example project,1537435501000,6.68,01489.jpg,,Power-Cubes,[],https://image-segmentation-v4.labelbox.com?project=cjmacxybi4pxl0780cqk0o2n0&label=cjmadegqqef5q07288vk62tfr
cjmadej79ef780728x31euzxm,https://firebasestorage.googleapis.com/v0/b/labelbox-193903.appspot.com/o/cjmacxyase88h0728ibuxr243%2Fb7914739-caff-4df5-aacf-fe4ba3bdf3c6%2F01490.jpg?alt=media&token=dd7f1374-ed48-40e0-9f0c-b9d5d62a5092,"{""Cube"":[{""geometry"":[{""x"":34,""y"":32},{""x"":34,""y"":190},{""x"":174,""y"":190},{""x"":174,""y"":32}]}]}",vatanaksoytezer@gmail.com,Explore the example project,1537435504000,3.114,01490.jpg,,Power-Cubes,[],https://image-segmentation-v4.labelbox.com?project=cjmacxybi4pxl0780cqk0o2n0&label=cjmadej79ef780728x31euzxm
cjmademesef9g0728aco4m9vu,https://firebasestorage.googleapis.com/v0/b/labelbox-193903.appspot.com/o/cjmacxyase88h0728ibuxr243%2Fb7914739-caff-4df5-aacf-fe4ba3bdf3c6%2F01491.jpg?alt=media&token=c6ee164f-9033-46b9-9bd5-3f267c6a9eae,"{""Cube"":[{""geometry"":[{""x"":107,""y"":8},{""x"":107,""y"":145},{""x"":223,""y"":145},{""x"":223,""y"":8}]}]}",vatanaksoytezer@gmail.com,Explore the example project,1537435508000,4.181,01491.jpg,,Power-Cubes,[],https://image-segmentation-v4.labelbox.com?project=cjmacxybi4pxl0780cqk0o2n0&label=cjmademesef9g0728aco4m9vu
cjmadephfefb80728usf6472l,https://firebasestorage.googleapis.com/v0/b/labelbox-193903.appspot.com/o/cjmacxyase88h0728ibuxr243%2Fb7914739-caff-4df5-aacf-fe4ba3bdf3c6%2F01492.jpg?alt=media&token=43363598-2c2f-4653-9d0d-961c5b344811,"{""Cube"":[{""geometry"":[{""x"":99,""y"":93},{""x"":99,""y"":0},{""x"":202,""y"":0},{""x"":202,""y"":93}]}]}",vatanaksoytezer@gmail.com,Explore the example project,1537435512000,3.962,01492.jpg,,Power-Cubes,[],https://image-segmentation-v4.labelbox.com?project=cjmacxybi4pxl0780cqk0o2n0&label=cjmadephfefb80728usf6472l
cjmades504w5n07805s6ncmk1,https://firebasestorage.googleapis.com/v0/b/labelbox-193903.appspot.com/o/cjmacxyase88h0728ibuxr243%2Fb7914739-caff-4df5-aacf-fe4ba3bdf3c6%2F01493.jpg?alt=media&token=02f9283c-f358-42be-be55-bc8a3fd86c17,"{""Cube"":[{""geometry"":[{""x"":87,""y"":88},{""x"":87,""y"":0},{""x"":195,""y"":0},{""x"":195,""y"":88}]}]}",vatanaksoytezer@gmail.com,Explore the example project,1537435516000,3.402,01493.jpg,,Power-Cubes,[],https://image-segmentation-v4.labelbox.com?project=cjmacxybi4pxl0780cqk0o2n0&label=cjmades504w5n07805s6ncmk1
cjmadev9qefdo0728sw2krlbk,https://firebasestorage.googleapis.com/v0/b/labelbox-193903.appspot.com/o/cjmacxyase88h0728ibuxr243%2Fb7914739-caff-4df5-aacf-fe4ba3bdf3c6%2F01494.jpg?alt=media&token=d4e59405-0181-49cb-8137-12f44e5e18db,"{""Cube"":[{""geometry"":[{""x"":119,""y"":77},{""x"":119,""y"":0},{""x"":226,""y"":0},{""x"":226,""y"":77}]}]}",vatanaksoytezer@gmail.com,Explore the example project,1537435520000,4.037,01494.jpg,,Power-Cubes,[],https://image-segmentation-v4.labelbox.com?project=cjmacxybi4pxl0780cqk0o2n0&label=cjmadev9qefdo0728sw2krlbk
cjmadexw4effa072881kg5f69,https://firebasestorage.googleapis.com/v0/b/labelbox-193903.appspot.com/o/cjmacxyase88h0728ibuxr243%2Fb7914739-caff-4df5-aacf-fe4ba3bdf3c6%2F01523.jpg?alt=media&token=5d6f764e-69c0-4c9c-9e98-3929fdf8e55c,"{""Cube"":[{""geometry"":[{""x"":74,""y"":84},{""x"":74,""y"":0},{""x"":185,""y"":0},{""x"":185,""y"":84}]}]}",vatanaksoytezer@gmail.com,Explore the example project,1537435523000,3.369,01523.jpg,,Power-Cubes,[],https://image-segmentation-v4.labelbox.com?project=cjmacxybi4pxl0780cqk0o2n0&label=cjmadexw4effa072881kg5f69
cjmadf05xefgv07288as99s11,https://firebasestorage.googleapis.com/v0/b/labelbox-193903.appspot.com/o/cjmacxyase88h0728ibuxr243%2Fb7914739-caff-4df5-aacf-fe4ba3bdf3c6%2F01524.jpg?alt=media&token=06fc998c-6d62-4d04-a19d-67c0d645374c,"{""Cube"":[{""geometry"":[{""x"":106,""y"":83},{""x"":106,""y"":0},{""x"":222,""y"":0},{""x"":222,""y"":83}]}]}",vatanaksoytezer@gmail.com,Explore the example project,1537435526000,2.936,01524.jpg,,Power-Cubes,[],https://image-segmentation-v4.labelbox.com?project=cjmacxybi4pxl0780cqk0o2n0&label=cjmadf05xefgv07288as99s11
cjmadf3s1efix0728c1qbxcmv,https://firebasestorage.googleapis.com/v0/b/labelbox-193903.appspot.com/o/cjmacxyase88h0728ibuxr243%2Fb7914739-caff-4df5-aacf-fe4ba3bdf3c6%2F01525.jpg?alt=media&token=f4b916dd-5f8b-435d-9b1b-138a5e211a67,"{""Cube"":[{""geometry"":[{""x"":71,""y"":120},{""x"":71,""y"":6},{""x"":180,""y"":6},{""x"":180,""y"":120}]}]}",vatanaksoytezer@gmail.com,Explore the example project,1537435531000,4.606,01525.jpg,,Power-Cubes,[],https://image-segmentation-v4.labelbox.com?project=cjmacxybi4pxl0780cqk0o2n0&label=cjmadf3s1efix0728c1qbxcmv
cjmadf6bf4way07803o6sfg82,https://firebasestorage.googleapis.com/v0/b/labelbox-193903.appspot.com/o/cjmacxyase88h0728ibuxr243%2Fb7914739-caff-4df5-aacf-fe4ba3bdf3c6%2F01526.jpg?alt=media&token=bf21c4ad-a748-464c-8383-3124b3bc8792,"{""Cube"":[{""geometry"":[{""x"":90,""y"":93},{""x"":90,""y"":0},{""x"":189,""y"":0},{""x"":189,""y"":93}]}]}",vatanaksoytezer@gmail.com,Explore the example project,1537435534000,3.339,01526.jpg,,Power-Cubes,[],https://image-segmentation-v4.labelbox.com?project=cjmacxybi4pxl0780cqk0o2n0&label=cjmadf6bf4way07803o6sfg82
cjmadf8nrefln0728y8jgb2j8,https://firebasestorage.googleapis.com/v0/b/labelbox-193903.appspot.com/o/cjmacxyase88h0728ibuxr243%2Fb7914739-caff-4df5-aacf-fe4ba3bdf3c6%2F01527.jpg?alt=media&token=ca99cf26-47f8-4a30-9752-b79c8d62bb30,"{""Cube"":[{""geometry"":[{""x"":41,""y"":88},{""x"":41,""y"":0},{""x"":159,""y"":0},{""x"":159,""y"":88}]}]}",vatanaksoytezer@gmail.com,Explore the example project,1537435537000,3.006,01527.jpg,,Power-Cubes,[],https://image-segmentation-v4.labelbox.com?project=cjmacxybi4pxl0780cqk0o2n0&label=cjmadf8nrefln0728y8jgb2j8
cjmadfbcjefni0728sodqbbyo,https://firebasestorage.googleapis.com/v0/b/labelbox-193903.appspot.com/o/cjmacxyase88h0728ibuxr243%2Fb7914739-caff-4df5-aacf-fe4ba3bdf3c6%2F01528.jpg?alt=media&token=f56c3370-075c-4ad1-99de-f413660150b8,"{""Cube"":[{""geometry"":[{""x"":80,""y"":120},{""x"":80,""y"":0},{""x"":194,""y"":0},{""x"":194,""y"":120}]}]}",vatanaksoytezer@gmail.com,Explore the example project,1537435541000,3.461,01528.jpg,,Power-Cubes,[],https://image-segmentation-v4.labelbox.com?project=cjmacxybi4pxl0780cqk0o2n0&label=cjmadfbcjefni0728sodqbbyo
cjmadfewaefre0728wz07mzs3,https://firebasestorage.googleapis.com/v0/b/labelbox-193903.appspot.com/o/cjmacxyase88h0728ibuxr243%2Fb7914739-caff-4df5-aacf-fe4ba3bdf3c6%2F01529.jpg?alt=media&token=0950e777-5fed-405b-8f88-eaac51537cda,"{""Cube"":[{""geometry"":[{""x"":124,""y"":49},{""x"":124,""y"":0},{""x"":242,""y"":0},{""x"":242,""y"":49}]}]}",vatanaksoytezer@gmail.com,Explore the example project,1537435545000,4.577,01529.jpg,,Power-Cubes,[],https://image-segmentation-v4.labelbox.com?project=cjmacxybi4pxl0780cqk0o2n0&label=cjmadfewaefre0728wz07mzs3
cjmadfhv3efuf0728i1p35ed1,https://firebasestorage.googleapis.com/v0/b/labelbox-193903.appspot.com/o/cjmacxyase88h0728ibuxr243%2Fb7914739-caff-4df5-aacf-fe4ba3bdf3c6%2F01531.jpg?alt=media&token=d67d8586-fcc4-47f3-ab54-a8685158519c,"{""Cube"":[{""geometry"":[{""x"":108,""y"":42},{""x"":108,""y"":0},{""x"":239,""y"":0},{""x"":239,""y"":42}]}]}",vatanaksoytezer@gmail.com,Explore the example project,1537435549000,3.485,01531.jpg,,Power-Cubes,[],https://image-segmentation-v4.labelbox.com?project=cjmacxybi4pxl0780cqk0o2n0&label=cjmadfhv3efuf0728i1p35ed1
cjmadfl2jefx90728reb1mm66,https://firebasestorage.googleapis.com/v0/b/labelbox-193903.appspot.com/o/cjmacxyase88h0728ibuxr243%2Fb7914739-caff-4df5-aacf-fe4ba3bdf3c6%2F01535.jpg?alt=media&token=a94ee625-97aa-49d3-9522-f539c09cdb36,"{""Cube"":[{""geometry"":[{""x"":24,""y"":118},{""x"":24,""y"":0},{""x"":227,""y"":0},{""x"":227,""y"":118}]}]}",vatanaksoytezer@gmail.com,Explore the example project,1537435553000,4.489,01535.jpg,,Power-Cubes,[],https://image-segmentation-v4.labelbox.com?project=cjmacxybi4pxl0780cqk0o2n0&label=cjmadfl2jefx90728reb1mm66
cjmadfni74wlo078012tw4hhw,https://firebasestorage.googleapis.com/v0/b/labelbox-193903.appspot.com/o/cjmacxyase88h0728ibuxr243%2Fb7914739-caff-4df5-aacf-fe4ba3bdf3c6%2F01332.jpg?alt=media&token=6435da85-b865-4b71-87c7-9d9fea07919b,"{""Cube"":[{""geometry"":[{""x"":209,""y"":28},{""x"":209,""y"":0},{""x"":277,""y"":0},{""x"":277,""y"":28}]}]}",vatanaksoytezer@gmail.com,Explore the example project,1537435556000,3.044,01332.jpg,,Power-Cubes,[],https://image-segmentation-v4.labelbox.com?project=cjmacxybi4pxl0780cqk0o2n0&label=cjmadfni74wlo078012tw4hhw
cjmadq8e1emr807282d5pmeiq,https://firebasestorage.googleapis.com/v0/b/labelbox-193903.appspot.com/o/cjmacxyase88h0728ibuxr243%2Ff4118b52-b3d6-4fd7-90ae-22a8378c7fe9%2F01244.jpg?alt=media&token=e949823b-ffd2-4801-a4ef-38e157a2d7c2,"{""Cube"":[{""geometry"":[{""x"":94,""y"":47},{""x"":94,""y"":1},{""x"":176,""y"":1},{""x"":176,""y"":47}]}]}",vatanaksoytezer@gmail.com,Explore the example project,1537436050000,8.183,01244.jpg,,Power Cubes-2,[],https://image-segmentation-v4.labelbox.com?project=cjmacxybi4pxl0780cqk0o2n0&label=cjmadq8e1emr807282d5pmeiq
cjmadqa9952se0780asp5cmk9,https://firebasestorage.googleapis.com/v0/b/labelbox-193903.appspot.com/o/cjmacxyase88h0728ibuxr243%2Ff4118b52-b3d6-4fd7-90ae-22a8378c7fe9%2F01152.jpg?alt=media&token=ea1e7be8-65b7-4f59-a8dd-86d7de6719ce,"{""Cube"":[{""geometry"":[{""x"":228,""y"":64},{""x"":228,""y"":0},{""x"":352,""y"":0},{""x"":352,""y"":64}]}]}",vatanaksoytezer@gmail.com,Explore the example project,1537436052000,2.404,01152.jpg,,Power Cubes-2,[],https://image-segmentation-v4.labelbox.com?project=cjmacxybi4pxl0780cqk0o2n0&label=cjmadqa9952se0780asp5cmk9
cjmadqcjb52u90780ha78d13i,https://firebasestorage.googleapis.com/v0/b/labelbox-193903.appspot.com/o/cjmacxyase88h0728ibuxr243%2Ff4118b52-b3d6-4fd7-90ae-22a8378c7fe9%2F01153.jpg?alt=media&token=7f4563c4-c1ee-40e5-a29d-f61d67a193ba,"{""Cube"":[{""geometry"":[{""x"":225,""y"":74},{""x"":225,""y"":0},{""x"":363,""y"":0},{""x"":363,""y"":74}]}]}",vatanaksoytezer@gmail.com,Explore the example project,1537436055000,2.835,01153.jpg,,Power Cubes-2,[],https://image-segmentation-v4.labelbox.com?project=cjmacxybi4pxl0780cqk0o2n0&label=cjmadqcjb52u90780ha78d13i
cjmadqerw52vl0780b4xr5cnk,https://firebasestorage.googleapis.com/v0/b/labelbox-193903.appspot.com/o/cjmacxyase88h0728ibuxr243%2Ff4118b52-b3d6-4fd7-90ae-22a8378c7fe9%2F01154.jpg?alt=media&token=e5377513-90d1-4d3e-9c9a-3db32e620e7d,"{""Cube"":[{""geometry"":[{""x"":68,""y"":136},{""x"":68,""y"":2},{""x"":175,""y"":2},{""x"":175,""y"":136}]}]}",vatanaksoytezer@gmail.com,Explore the example project,1537436058000,2.958,01154.jpg,,Power Cubes-2,[],https://image-segmentation-v4.labelbox.com?project=cjmacxybi4pxl0780cqk0o2n0&label=cjmadqerw52vl0780b4xr5cnk
cjmadqh2o52xv0780sch37isr,https://firebasestorage.googleapis.com/v0/b/labelbox-193903.appspot.com/o/cjmacxyase88h0728ibuxr243%2Ff4118b52-b3d6-4fd7-90ae-22a8378c7fe9%2F01155.jpg?alt=media&token=514673c0-a3e8-4dd6-8a62-705afe2d649d,"{""Cube"":[{""geometry"":[{""x"":113,""y"":86},{""x"":113,""y"":0},{""x"":215,""y"":0},{""x"":215,""y"":86}]}]}",vatanaksoytezer@gmail.com,Explore the example project,1537436061000,2.897,01155.jpg,,Power Cubes-2,[],https://image-segmentation-v4.labelbox.com?project=cjmacxybi4pxl0780cqk0o2n0&label=cjmadqh2o52xv0780sch37isr
